DSQFL,DSQ, Bairro ,Rua,Número,Tipo de Empreendimento,Area Total Construida,Situação,Restaurantes e cafés,Nome Edifício,Nº Pavimentos em Uso,Disponibilidade,Atividade de Funcionamento,Grau de Risco,Laudo,Acessibilidade,Pichação,Observações,Proprietário Localizado,Investimento,Tributação,Autorização de Informação,Proprietário Cartório,Proprietário Campo,Contato Proprietário,Coincidência Proprietário,Uso do Imóvel,Valor do Aluguel,Valor de Venda,latitude,longitude,latlong,latitude_,longitude_
11455160040150,11455160,Recife,Rua do Bom Jesus,220,SALA,"570,40",Aberto,,,,,Datamétrica,,,,,,,,,,,,,,,,,"-8,06180","-34,87102","-8.06180,-34.87102",-8.06180,-34.87102
11455160040155,11455160,Recife,Rua do Bom Jesus,226,SALA,"771,00",Aberto,,,,,call center empresa Datametrica,SR,,,,,,,,,,,,,,,,"-8,06175","-34,87099","-8.06175,-34.87099",-8.06175,-34.87099
11455156020155,11455156,Recife,Rua do Bom Jesus,227,SALA,"860,00",Aberto,Do Zero,,,,casa zero,,,,,,,,,,,,,,,,,"-8,06164","-34,87135","-8.06164,-34.87135",-8.06164,-34.87135
11455156020146,11455156,Recife,Rua do Bom Jesus,237,EDIFÍCIO COMERCIAL/SERVIÇOS,"546,00",Aberto,,,,,Casa Zero,,,,,,,,,,,,,,,,,"-8,06158","-34,87132","-8.06158,-34.87132",-8.06158,-34.87132
11455120040050,11455120,Recife,Rua do Bom Jesus,,#N/A,,Aberto,,,,,Torre Malakoff,,,,,,,,,,,,,,,,,"-8,06081","-34,87071","-8.06081,-34.87071",-8.06081,-34.87071
11455105020400,11455105,Recife,Rua do Brum,27,GALPÃO,"1.366,20",Fechado,,,,,,N,,,,,,,,,,,,,,,,"-8,06026","-34,87209","-8.06026,-34.87209",-8.06026,-34.87209
11455105020380,11455105,Recife,Rua do Brum,41,GALPÃO,"1.154,70",Fechado,,,,,,N,,,,,,,,,,,,,,,,"-8,05999","-34,87232","-8.05999,-34.87232",-8.05999,-34.87232
11455105020370,11455105,Recife,Rua do Brum,51,LOJA,"680,00",Aberto,,,,,SERTTEL Filial Porto Digital,N,,,,,,,,,,,,,,,,"-8,06001","-34,87209","-8.06001,-34.87209",-8.06001,-34.87209
11455105020360,11455105,Recife,Rua do Brum,61,GALPÃO,"527,00",Em licenciamento,,,,,,N,,,,,,,,,,,,,,,,"-8,05993","-34,87208","-8.05993,-34.87208",-8.05993,-34.87208
11455105020350,11455105,Recife,Rua do Brum,69,GALPÃO,"1.013,00",Fechado,,,,,,N,,,,,,,,,,,,,,,,"-8,05983","-34,87221","-8.05983,-34.87221",-8.05983,-34.87221
11455105020345,11455105,Recife,Rua do Brum,77,CASA,"707,70",Aberto,,,,,Cesar School - entrada Rua Cais do Apolo,N,,,,,,,,,,,,,,,,"-8,05975","-34,87221","-8.05975,-34.87221",-8.05975,-34.87221
11455105020337,11455105,Recife,Rua do Brum,85,LOJA,"1.069,80",Em obra,,,,,em reforma futuras estalações do CESAR,N,,,,,,,,,,,,,,,,"-8,05968","-34,87220","-8.05968,-34.87220",-8.05968,-34.87220
11455105020328,11455105,Recife,Rua do Brum,93,GALPÃO,"1.120,50",Em obra,,,,,em reforma futuras estalações do CESAR,N,,,,,,,,,,,,,,,,"-8,05961","-34,87219","-8.05961,-34.87219",-8.05961,-34.87219
11455105020320,11455105,Recife,Rua do Brum,101,GALPÃO,"595,00",Fechado,,,,,,N,,,,,,,,,,,,,,,,"-8,05954","-34,87218","-8.05954,-34.87218",-8.05954,-34.87218
11455105020311,11455105,Recife,Rua do Brum,107,GALPÃO,"1.029,30",Aberto,,,,,tribunal regional do trabalho,N,,,,,,,,,,,,,,,,"-8,05944","-34,87216","-8.05944,-34.87216",-8.05944,-34.87216
11455105020305,11455105,Recife,Rua do Brum,123,SALA,"4.302,80",Aberto,,,,,empresarial (uma sala disponível 294m2),,,,,,,,,,,,corretora: (81) 9180-9289 Brenda Gomes,,,"R$ 20.762,72/mês",não disponível,"-8,05931","-34,87215","-8.05931,-34.87215",-8.05931,-34.87215
11455110050320,11455110,Recife,Rua do Brum,132,GALPÃO,"275,00",Em obra,,,,,built to suit,N,,,,,,,,,,,(81)994972053 / 988157660,,,"1350 m2 (dois espaços de quase 700 m2) - R$70,00 por m2",não disponível,"-8,05937","-34,87161","-8.05937,-34.87161",-8.05937,-34.87161
11455105020289,11455105,Recife,Rua do Brum,137,SALA,"2.189,20",Aberto,,,,,EMPREL SDECTI,N,,,,,,,,,,,,,,,,"-8,05921","-34,87213","-8.05921,-34.87213",-8.05921,-34.87213
11455110050335,11455110,Recife,Rua do Brum,142,GALPÃO,"275,00",Em obra,,,,Aluguel (inteiro),,N,,,,,,,,,,,,,,,,"-8,05927","-34,87159","-8.05927,-34.87159",-8.05927,-34.87159
11455105020275,11455105,Recife,Rua do Brum,145,GALPÃO,"1.235,00",Aberto,,,,,polícia federal,N,,,,,,,,,,,,,,,,"-8,05913","-34,87212","-8.05913,-34.87212",-8.05913,-34.87212
11455090040065,11455090,Recife,Rua do Brum,166,LOJA,"810,00",Abandonado,,,,,,,,,,,,,,,,,,,,,,"-8,05916","-34,87132","-8.05916,-34.87132",-8.05916,-34.87132
11455090040070,11455090,Recife,Rua do Brum,170,LOJA,"723,00",Fechado,,,,Aluguel (inteiro),aluguel,,,,,,,,,,,,999719379,,,"R$3.500,00",não disponível,"-8,05905","-34,87149","-8.05905,-34.87149",-8.05905,-34.87149
11455090040085,11455090,Recife,Rua do Brum,178,GALPÃO,"395,00",Aberto,,,,,estacionamento,,,,,,,,,,,,,,,,,"-8,05898","-34,87147","-8.05898,-34.87147",-8.05898,-34.87147
11455090040090,11455090,Recife,Rua do Brum,186,GALPÃO,"334,10",Fechado,,,,,,,,,,,,,,,,,,,,,,"-8,05891","-34,87146","-8.05891,-34.87146",-8.05891,-34.87146
11455090040095,11455090,Recife,Rua do Brum,196,GALPÃO,"559,50",Aberto,,,,,Empresa Cais,,,,,,,,,,,,,,,,,"-8,05883","-34,87148","-8.05883,-34.87148",-8.05883,-34.87148
11455090040100,11455090,Recife,Rua do Brum,202,GALPÃO,"236,00",Aberto,,,,,estacionamento,,,,,,,,,,,,,,,,,"-8,05877","-34,87140","-8.05877,-34.87140",-8.05877,-34.87140
11455090040115,11455090,Recife,Rua do Brum,210,EDIFÍCIO RESIDENCIAL,"1.596,60",Fechado,,,,,tribunal regional federal anexo II,,,,,,,,,,,,,,,,,"-8,05862","-34,87140","-8.05862,-34.87140",-8.05862,-34.87140
11455090040115,11455090,Recife,Rua do Brum,216,#N/A,,Fechado,,,,,tribunal regional federal anexo II,,,,,,,,,,,,,,,,,"-8,05862","-34,87140","-8.05862,-34.87140",-8.05862,-34.87140
11455090040115,11455090,Recife,Rua do Brum,224,#N/A,,Fechado,,,,,tribunal regional federal anexo II,,,,,,,,,,,,,,,,,"-8,05862","-34,87140","-8.05862,-34.87140",-8.05862,-34.87140
11455075040080,11455075,Recife,Rua do Brum,248,GALPÃO,"1.127,00",Em obra,,,,,futuras instalações Coworking Hub Plural,,,,,,,,,,,,,,,,,"-8,05834","-34,87136","-8.05834,-34.87136",-8.05834,-34.87136
11455065020380,11455065,Recife,Rua do Brum,261,GALPÃO,"752,00",Aberto,,,,,empresa,,,,,,,,,,,,,,,,,"-8,05812","-34,87198","-8.05812,-34.87198",-8.05812,-34.87198
11455075040100,11455075,Recife,Rua do Brum,262,GALPÃO,"322,00",Fechado,,,,Aluguel e venda (inteiro),aluguel/venda,,,,,,,,,,,,GKEL imóveis - 33412430,,,"R$5.151,84",não disponível,"-8,05820","-34,87135","-8.05820,-34.87135",-8.05820,-34.87135
11455075040110,11455075,Recife,Rua do Brum,268,GALPÃO,"346,00",Aberto,,,,,estacionamento,,,,,,,,,,,,,,,,,"-8,05813","-34,87134","-8.05813,-34.87134",-8.05813,-34.87134
11455065020375,11455065,Recife,Rua do Brum,269,GALPÃO,"552,00",Aberto,,,,Aluguel e venda (inteiro),Provisioriamente depósito de obra,,,,,,,,,,,,30375044/988550433,,,"R$ 7.500,00","R$2.500.000,00","-8,05805","-34,87197","-8.05805,-34.87197",-8.05805,-34.87197
11455075040115,11455075,Recife,Rua do Brum,274,GALPÃO,"231,00",Fechado,,,,,,,,,,,,,,,,,,,,,,"-8,05807","-34,87137","-8.05807,-34.87137",-8.05807,-34.87137
11455065020370,11455065,Recife,Rua do Brum,275,GALPÃO,"828,00",Aberto,,,,,empresa,,,,,,,,,,,,,,,,,"-8,05796","-34,87196","-8.05796,-34.87196",-8.05796,-34.87196
11455075040125,11455075,Recife,Rua do Brum,280,LOJA,"519,00",Aberto,,,,,Atacamax Frevo,,,,,,,,,,,,,,,,,"-8,05802","-34,87130","-8.05802,-34.87130",-8.05802,-34.87130
11455075040130,11455075,Recife,Rua do Brum,288,LOJA,"330,50",Fechado,,,,Aluguel (inteiro),Aluguel 500m2 (térreo e primeiro andar),,,,,,,,,,,,988898273 / 996063277,,,"R$5.000,00",não disponível,"-8,05795","-34,87139","-8.05795,-34.87139",-8.05795,-34.87139
11455065020360,11455065,Recife,Rua do Brum,289,EDIFÍCIO RESIDENCIAL,"1.153,20",Abandonado,,,,Venda (inteiro),vendo,baixo,,,,,,,,,,,"Tiago Lins de Souza (só whatsapp 81-30375044, o fixo não atende ligações) e Nilson Lins de Souza (81-988550433)",,,"R$ 6.900,00","R$2,3 milhões","-8,05787","-34,87194","-8.05787,-34.87194",-8.05787,-34.87194
11455075040140,11455075,Recife,Rua do Brum,294,GALPÃO,"260,00",Aberto,,,,Aluguel (inteiro),aluguel,,,,,,,,,,,,992619235,,,Marcelo: esperando retorno no Whatsapp,,"-8,05790","-34,87133","-8.05790,-34.87133",-8.05790,-34.87133
11455065020350,11455065,Recife,Rua do Brum,295,GALPÃO,"651,00",Aberto,,,,,Igreja A Ponte,,,,,,,,,,,,,,,,,"-8,05781","-34,87194","-8.05781,-34.87194",-8.05781,-34.87194
11455075040150,11455075,Recife,Rua do Brum,302,GALPÃO,"600,00",Em obra,,,,Aluguel (inteiro),aluguel,,,,,,,,,,,,Eduardo Andrade (WhatsApp) : 8130397153,,,aberto a negociação,não disponível,"-8,05784","-34,87133","-8.05784,-34.87133",-8.05784,-34.87133
11455065020345,11455065,Recife,Rua do Brum,303,GALPÃO,"650,00",Aberto,,,,,Igreja A Ponte,,,,,,,,,,,,,,,,,"-8,05775","-34,87192","-8.05775,-34.87192",-8.05775,-34.87192
11455065020335,11455065,Recife,Rua do Brum,309,GALPÃO,"675,50",Aberto,,,,,Igreja A Ponte,,,,,,,,,,,,,,,,,"-8,05768","-34,87192","-8.05768,-34.87192",-8.05768,-34.87192
11455065020330,11455065,Recife,Rua do Brum,317,GALPÃO,"775,60",Fechado,,,,,futuras instalações yolo,,,,,,,,,,,,,,,,,"-8,05762","-34,87191","-8.05762,-34.87191",-8.05762,-34.87191
11455065020301,11455065,Recife,Rua do Brum,333,GALPÃO,"2.441,00",Fechado,,,,,futuras instalações yolo,,,,,,,,,,,,,,,,,"-8,05735","-34,87187","-8.05735,-34.87187",-8.05735,-34.87187
11455060040105,11455060,Recife,Rua do Brum,346,EDIFICAÇÃO ESPECIAL,"527,10",Aberto,,,,,sindicato dos servidores,,,,,,,,,,,,,,,,,"-8,05749","-34,87128","-8.05749,-34.87128",-8.05749,-34.87128
11455035020350,11455035,Recife,Rua do Brum,393,GALPÃO,"1.702,80",Aberto,,,,,atacado,,,,,,,,,,,,,,,,,"-8,05694","-34,87181","-8.05694,-34.87181",-8.05694,-34.87181
11455060040091,11455060,Recife,Rua do Brum,398,#N/A,,Terreno,Lanchonete,,,,lanchonete na esquina do lote (invasão),,,,,,,,,,,,,,,,,"-8,05767","-34,87113","-8.05767,-34.87113",-8.05767,-34.87113
11455035020326,11455035,Recife,Rua do Brum,445,GALPÃO,"2.937,30",Fechado,,,,,,,,,,,,,,,,,,,,,,"-8,05663","-34,87177","-8.05663,-34.87177",-8.05663,-34.87177
11455035020290,11455035,Recife,Rua do Brum,455,GALPÃO,"994,30",Aberto,Café Izi Spaces,coworking izi spaces,,,Retro Hall Cais do Apollo,,,,,,,,,,,,,,,,,"-8,05637","-34,87174","-8.05637,-34.87174",-8.05637,-34.87174
11455035020275,11455035,Recife,Rua do Brum,463,EDIFÍCIO COMERCIAL/SERVIÇOS,"1.940,10",Aberto,,,,,Recife Digital Center,,,,,,,,,,,,,,,,,"-8,05627","-34,87172","-8.05627,-34.87172",-8.05627,-34.87172
11455040040135,11455040,Recife,Rua do Brum,466,CASA,"2.085,00",Aberto,,,,,Creche Municipal,,,,,,,,,,,,,,,,,"-8,05656","-34,87116","-8.05656,-34.87116",-8.05656,-34.87116
11455035020260,11455035,Recife,Rua do Brum,485,EDIFÍCIO COMERCIAL/SERVIÇOS,"5.777,20",Aberto,,,,,Recife Digital Center,,,,,,,,,,,,,,,,,"-8,05612","-34,87169","-8.05612,-34.87169",-8.05612,-34.87169
11455040040180,11455040,Recife,Rua do Brum,492,GALPÃO,"962,00",Fechado,,,,,UPINHA do Pilar,,,,,,,,,,,,,,,,,"-8,05620","-34,87111","-8.05620,-34.87111",-8.05620,-34.87111
11455015030196,11455015,Recife,Rua do Brum,515,GALPÃO,"849,80",Fechado,,,,,,,,,,,,,,,,,,,,,,"-8,05584","-34,87165","-8.05584,-34.87165",-8.05584,-34.87165
11455015030184,11455015,Recife,Rua do Brum,527,GALPÃO,"758,70",Fechado,,,,,,,,,,,,,,,,,,,,,,"-8,05573","-34,87164","-8.05573,-34.87164",-8.05573,-34.87164
11455015030172,11455015,Recife,Rua do Brum,539,GALPÃO,"758,70",Fechado,,,,,,,,,,,,,,,,,,,,,,"-8,05562","-34,87163","-8.05562,-34.87163",-8.05562,-34.87163
11455015030147,11455015,Recife,Rua do Brum,565,GALPÃO,"1.664,60",Fechado,,,,,galpão,,,,,,,,,,,,,,,,,"-8,05539","-34,87147","-8.05539,-34.87147",-8.05539,-34.87147
11455015030126,11455015,Recife,Rua do Brum,595,GALPÃO,"999,60",Fechado,,,,,Galpão,,,,,,,,,,,,,,,,,"-8,05512","-34,87156","-8.05512,-34.87156",-8.05512,-34.87156
11455015030106,11455015,Recife,Rua do Brum,617,GALPÃO,"1.540,20",Aberto,,,,,Tribunal Regional do Trabalho,,,,,,,,,,,,,,,,,"-8,05494","-34,87154","-8.05494,-34.87154",-8.05494,-34.87154
11455015030012,11455015,Recife,Rua do Brum,703,GALPÃO,"2.956,80",Fechado,,,,,pilar,,,,,,,,,,,,,,,,,"-8,05406","-34,87144","-8.05406,-34.87144",-8.05406,-34.87144
11455020040075,11455020,Recife,Rua do Brum,,#N/A,,Abandonado,,,,,,,,,,,,,,,,,,,,,,"-8,05594","-34,87093","-8.05594,-34.87093",-8.05594,-34.87093
11455020040091,11455020,Recife,Rua do Brum,,#N/A,,Abandonado,,,,,,,,,,,,,,,,,,,,,,"-8,05583","-34,87093","-8.05583,-34.87093",-8.05583,-34.87093
11455040040092,11455040,Recife,Rua do Brum,,#N/A,,Aberto,,,,,"upinha, escolha e creche do pilar",,,,,,,,,,,,,,,,,"-8,05698","-34,87104","-8.05698,-34.87104",-8.05698,-34.87104
11455105030035,11455105,Recife,Rua do Observatório,55,GALPÃO,"981,40",Fechado,,,,Aluguel (inteiro),aluguel em reforma (disponível),,,,,,,,,,,,981733753,,,Marcelo: liguei para o contato às 11h40 do dia 16/12/22 mas ninguém atendeu,,"-8,06019","-34,87239","-8.06019,-34.87239",-8.06019,-34.87239
11455155020255,11455155,Recife,Rua Domingos José Martins,17,LOJA,"499,20",Abandonado,,,,,inativo,,,,,,,,,,,,Vicente,,,,,"-8,06222","-34,87197","-8.06222,-34.87197",-8.06222,-34.87197
11455155020215,11455155,Recife,Rua Domingos José Martins,75,EDIFÍCIO COMERCIAL/SERVIÇOS,"6.139,40",Aberto,,,,,Softex,R1,,,,,,,,,,,,,,,,"-8,06184","-34,87181","-8.06184,-34.87181",-8.06184,-34.87181
11455155020190,11455155,Recife,Rua Domingos José Martins,95,LOJA,"226,20",Aberto,,,,,Rádio Frei Caneca,,,,,,,,,,,,,,,,,"-8,06166","-34,87170","-8.06166,-34.87170",-8.06166,-34.87170
11455155020241,11455155,Recife,Rua Domingos José Martins,,#N/A,,Em obra,,,,,Hotel Hilton em licenciamento,,,,,,,,,,,,João Domingos,,,,,"-8,06206","-34,87194","-8.06206,-34.87194",-8.06206,-34.87194
11455200030065,11455200,Recife,Rua Dona Maria Cesar,170,EDIFÍCIO COMERCIAL/SERVIÇOS,"2.955,10",Aberto,"Sansa, Poke, Seu Veva, Frederiks",,,,Empresarial Edf. Luciano Costa,,,,,,,,,,,,,,,,,"-8,06305","-34,87229","-8.06305,-34.87229",-8.06305,-34.87229
11455295030025,11455295,Recife,Rua dos Arrecifes,54,CASA,"208,40",Aberto,,,,,Cozinha da Brotfabrik,,,,,,,,,,,,,,,,,"-8,06488","-34,87263","-8.06488,-34.87263",-8.06488,-34.87263
11455005110063,11455005,Recife,Rua Dr Ascânio Peixoto,0,,"0,00",Porto do Recife,,Porto do Recife,,,,,,,,,,,,,,,,,,,,"-8,04545","-34,86893","-8.04545,-34.86893",-8.04545,-34.86893
11455005110071,11455005,Recife,Rua Dr Ascânio Peixoto,0,,"0,00",Porto do Recife,,Porto do Recife,,,,,,,,,,,,,,,,,,,,"-8,05015","-34,87008","-8.05015,-34.87008",-8.05015,-34.87008
11455005110075,11455005,Recife,Rua Dr Ascânio Peixoto,0,,"0,00",Porto do Recife,,Porto do Recife,,,,,,,,,,,,,,,,,,,,"-8,05136","-34,87044","-8.05136,-34.87044",-8.05136,-34.87044
11455005110076,11455005,Recife,Rua Dr Ascânio Peixoto,0,,"0,00",Porto do Recife,,,,,,,,,,,,,,,,,,,,,,"-8,05158","-34,87092","-8.05158,-34.87092",-8.05158,-34.87092
11455005176687,11455005,Recife,Rua Dr Ascânio Peixoto,0,Galpão,"6.340,00",Porto do Recife,,Porto do Recife,,,,,,,,,,,,,,,,,,,,"-8,05022","-34,87129","-8.05022,-34.87129",-8.05022,-34.87129
11455005110055,11455005,Recife,Rua Dr Ascânio Peixoto,40,Condomínio Misto,"360,17",Porto do Recife,,,,,,,,,,,,,,,,,,,,,,"-8,04883","-34,86855","-8.04883,-34.86855",-8.04883,-34.86855
11455005110057,11455005,Recife,Rua Dr Ascânio Peixoto,44,Condomínio Misto,"6.058,80",Porto do Recife,,,,,,,,,,,,,,,,,,,,,,"-8,04699","-34,86778","-8.04699,-34.86778",-8.04699,-34.86778
11455005110058,11455005,Recife,Rua Dr Ascânio Peixoto,45,Edificação Especial,"1.823,00",Porto do Recife,,,,,,,,,,,,,,,,,,,,,,"-8,04725","-34,86740","-8.04725,-34.86740",-8.04725,-34.86740
11455005110059,11455005,Recife,Rua Dr Ascânio Peixoto,46,Condomínio Misto,"27.386,80",Porto do Recife,,,,,,,,,,,,,,,,,,,,,,"-8,04538","-34,86744","-8.04538,-34.86744",-8.04538,-34.86744
11455005110062,11455005,Recife,Rua Dr Ascânio Peixoto,48,Galpão,"6.256,30",Porto do Recife,,,,,,,,,,,,,,,,,,,,,,"-8,04663","-34,86853","-8.04663,-34.86853",-8.04663,-34.86853
11455005110065,11455005,Recife,Rua Dr Ascânio Peixoto,50,Condomínio Comercial/Serviço,"5.555,90",Porto do Recife,,,,,,,,,,,,,,,,,,,,,,"-8,04796","-34,86915","-8.04796,-34.86915",-8.04796,-34.86915
11455005110066,11455005,Recife,Rua Dr Ascânio Peixoto,51,Condomínio Comercial/Serviço,"635,90",Porto do Recife,,,,,,,,,,,,,,,,,,,,,,"-8,04693","-34,86965","-8.04693,-34.86965",-8.04693,-34.86965
11455005110069,11455005,Recife,Rua Dr Ascânio Peixoto,54,Edificação Especial,"2.817,00",Porto do Recife,,,,,,,,,,,,,,,,,,,,,,"-8,04837","-34,87017","-8.04837,-34.87017",-8.04837,-34.87017
11455010025138,11455010,Recife,Rua Dr Ascânio Peixoto,59,Galpão,"3.001,39",Porto do Recife,,,,,,,,,,,,,,,,,,,,,,"-8,04959","-34,87093","-8.04959,-34.87093",-8.04959,-34.87093
11455005110078,11455005,Recife,Rua Dr Ascânio Peixoto,60,Edificação Especial,"1.612,00",Porto do Recife,,,,,,,,,,,,,,,,,,,,,,"-8,05142","-34,87048","-8.05142,-34.87048",-8.05142,-34.87048
11455005110070,11455005,Recife,Rua Dr Ascânio Peixoto,70,,"0,00",Porto do Recife,,,,,,,,,,,,,,,,,,,,,,"-8,04878","-34,87085","-8.04878,-34.87085",-8.04878,-34.87085
11455005110077,11455005,Recife,Rua Dr Ascânio Peixoto,77,Edificação Especial,"405,79",Porto do Recife,,,,,,,,,,,,,,,,,,,,,,"-8,05212","-34,87101","-8.05212,-34.87101",-8.05212,-34.87101
11455005110100,11455005,Recife,Rua Dr Ascânio Peixoto,100,Edificação Especial,"1.261,23",Porto do Recife,,,,,,,,,,,,,,,,,,,,,,"-8,04910","-34,87053","-8.04910,-34.87053",-8.04910,-34.87053
11455005110100,11455005,Recife,Rua Dr Ascânio Peixoto,100,Edificação Especial,"1.261,23",Porto do Recife,,,,,,,,,,,,,,,,,,,,,,"-8,04910","-34,87053","-8.04910,-34.87053",-8.04910,-34.87053
11455005110068,11455005,Recife,Rua Dr Ascânio Peixoto,505,Edificação Especial,"3.000,00",Porto do Recife,,,,,,,,,,,,,,,,,,,,,,"-8,04782","-34,87000","-8.04782,-34.87000",-8.04782,-34.87000
11565250020249,11565250,Santo Antônio,Rua Duque de Caixias,292,LOJA,"500,00",Fechado,,,,Aluguel (inteiro),,,,,,,,,,,,,André Costa (991159455),,,,,,,",",,
11565250020252,11565250,Santo Antônio,Rua Duque de Caixias,298,LOJA,"607,00",Fechado,,,,Aluguel (inteiro),,,,,,,,,,,,,André Costa (991159455),,,,,,,",",,
11565250020270,11565250,Santo Antônio,Rua Duque de Caixias,316,LOJA,"729,00",Fechado,,,,Aluguel (inteiro),,,,,,,,,,,,,André Costa (991159455),,,,,,,",",,
11560190010395,11560190,Boa Vista,Rua Imperatriz Teresa Cristina,83,INSTITUIÇÃO FINANCEIRA,"427,04",Fechado,,,,Aluguel (inteiro),,,,,,,,,,,,,André Costa (991159455),,,,,,,",",,
11560190010390,11560190,Boa Vista,Rua Imperatriz Teresa Cristina,89,LOJA,,Fechado,,,,Aluguel (inteiro),,,,,,,,,,,,,André Costa (991159455),,,,,,,",",,
11560185030075,11560185,Boa Vista,Rua Imperatriz Teresa Cristina,222,LOJA,"990,69",Fechado,,,,Aluguel (inteiro),,,,,,,,,,,,,André Costa (991159455),,,,,,,",",,
11455325020145,11455325,Recife,Rua Madre de Deus,27,EDIFÍCIO COMERCIAL/SERVIÇOS,"7.041,20",Aberto,,Edf. Votorantim,,,Ed. Votorantim,SR,,,,,,,,,,,,,,,,"-8,06588","-34,87354","-8.06588,-34.87354",-8.06588,-34.87354
11455310040061,11455310,Recife,Rua Madre de Deus,66,EDIFÍCIO COMERCIAL/SERVIÇOS,"219,10",Fechado,,,,Aluguel (inteiro),,R2,,,,,,,,,,,Santa Casa 99269-0184,,,Marcelo: liguei em diversas ocasiões para o número e sempre cai direto para caixa postal,,"-8,06519","-34,87336","-8.06519,-34.87336",-8.06519,-34.87336
11455270020075,11455270,Recife,Rua Madre de Deus,100,#N/A,,Aberto,,Igreja Madre de Deus,,,,SR,,,,,,,,,,,,,,,,"-8,06424","-34,87391","-8.06424,-34.87391",-8.06424,-34.87391
11455271020300,11455271,Recife,Rua Madre de Deus,110,EDIFÍCIO COMERCIAL/SERVIÇOS,"11.200,50",Aberto,Café Jaqueira,Livraria Jaqueira,,,Livraria Jaqueira,R2,,,,,,,,,,,,,,,,"-8,06544","-34,87373","-8.06544,-34.87373",-8.06544,-34.87373
11455321020300,11455321,Recife,Rua Madre de Deus,110,Edifício Comercial/Serviços,"11.200,55",Aberto,,Paço Alfândega,,,,,,,,,,,,,,,,,,,,"-8,06544","-34,87373","-8.06544,-34.87373",-8.06544,-34.87373
11455270020075,11455270,Recife,Rua Madre de Deus,122,CASA,"1.972,00",Aberto,,,,,Igreja da Madre de Deus,,,,,,,,,,,,,,,,,"-8,06424","-34,87391","-8.06424,-34.87391",-8.06424,-34.87391
11455250020165,11455250,Recife,Rua Madre de Deus,253,LOJA,"364,00",Fechado,,Chanteclair,,Aluguel (inteiro),Ed. Chanteclair,,,,,,,,,,,,,,,,,"-8,06388","-34,87373","-8.06388,-34.87373",-8.06388,-34.87373
11455285040085,11455285,Recife,Rua Madre de Deus,268,LOJA,"300,50",Fechado,,,,,,,,,,,,,,,,,,,,,,"-8,06435","-34,87345","-8.06435,-34.87345",-8.06435,-34.87345
11455190040060,11455190,Recife,Rua Madre de Deus,300,EDIFÍCIO COMERCIAL/SERVIÇOS,"1.234,80",Aberto,,,,Aluguel (inteiro),Térreo Urban Parking/VIP Imobiliária,R2,,,,,,,,,,,998110666,,,"Marcelo: liguei para o número no dia 19/12, a pessoa que me atendeu ficou de passar meu contato para o corretor responsável",,"-8,06299","-34,87357","-8.06299,-34.87357",-8.06299,-34.87357
11455310020180,11455310,Recife,Rua Mariz e Barros,71,EDIFICAÇÃO ESPECIAL,"556,40",Fechado,,,,,,SR,,,,,,,,,,,,,,,,"-8,06523","-34,87288","-8.06523,-34.87288",-8.06523,-34.87288
11455310020170,11455310,Recife,Rua Mariz e Barros,75,EDIFÍCIO COMERCIAL/SERVIÇOS,"251,60",Fechado,,,,Aluguel (inteiro),aluguel santa casa,SR,,,,,,,,,,Santa Casa - Ewerton,(81) 99163-6513,,,"R$7.000,00","R$1.000,000,00","-8,06516","-34,87289","-8.06516,-34.87289",-8.06516,-34.87289
11455310020150,11455310,Recife,Rua Mariz e Barros,91,LOJA,"1.026,80",Aberto,,,,,empresa só bronza,SR,,,,,,,,,,,,,,,,"-8,06506","-34,87290","-8.06506,-34.87290",-8.06506,-34.87290
11455295040045,11455295,Recife,Rua Mariz e Barros,104,EDIFÍCIO COMERCIAL/SERVIÇOS,"220,00",Aberto,,,,,Bits Studio Grafico,R1,,,,,,,,,,,,,,,,"-8,06489","-34,87270","-8.06489,-34.87270",-8.06489,-34.87270
11455300020165,11455300,Recife,Rua Mariz e Barros,107,EDIFÍCIO COMERCIAL/SERVIÇOS,"306,00",Aberto,,,,,1° andar funcionando residencial,,,,,Térreo fechado com placa de interditado,,,,,,,,,,,,"-8,06488","-34,87293","-8.06488,-34.87293",-8.06488,-34.87293
11455300020156,11455300,Recife,Rua Mariz e Barros,113,LOJA,"238,00",Fechado,,,,,sem informação,SR,,,,,,,,,,,,,,,,"-8,06480","-34,87294","-8.06480,-34.87294",-8.06480,-34.87294
11455300020148,11455300,Recife,Rua Mariz e Barros,121,EDIFÍCIO COMERCIAL/SERVIÇOS,"272,00",Aberto,Boteco Moeda,,,,restaurante/bar boteco moeda,R1,,,,,,,,,,,,,,,,"-8,06473","-34,87295","-8.06473,-34.87295",-8.06473,-34.87295
11455280040045,11455280,Recife,Rua Mariz e Barros,158,EDIFÍCIO MISTO,"525,00",Aberto,Recanto da Gaia,,,,Bar no térreo. 1° e 2° andar fechados,R2,,,,Funcionando apenas o Térreo,,,,,,Proprietário fábrica rosa,,,,,,"-8,06437","-34,87278","-8.06437,-34.87278",-8.06437,-34.87278
11455285020155,11455285,Recife,Rua Mariz e Barros,161,LOJA,"158,10",Fechado,,,,Aluguel (inteiro),,R1,,,,,,,,,,,999719588,,,,,"-8,06435","-34,87298","-8.06435,-34.87298",-8.06435,-34.87298
